SYS,seg_id,set_id,metric,score
OPPO.1422,xinhua-zh-01.6565::1,0,MoverScore,0.5967566395312993
OPPO.1422,xinhua-zh-01.6565::2,1,MoverScore,0.49109316851558665
OPPO.1422,xinhua-zh-01.6565::3,2,MoverScore,0.6234758923820103
OPPO.1422,xinhua-zh-01.6565::4,3,MoverScore,0.5561612461621566
OPPO.1422,xinhua-zh-01.6565::5,4,MoverScore,0.5394393430092808
OPPO.1422,xinhua-zh-01.6565::6,5,MoverScore,0.6730215263923462
OPPO.1422,xinhua-zh-01.6565::7,6,MoverScore,0.6129465738212153
OPPO.1422,xinhua-zh-01.6565::8,7,MoverScore,0.48117381824607874
OPPO.1422,chinanews.com.102830::1,8,MoverScore,0.47722312522187105
OPPO.1422,chinanews.com.102830::2,9,MoverScore,0.46532456829995744
OPPO.1422,chinanews.com.102830::3,10,MoverScore,0.45072793449649695
OPPO.1422,chinanews.com.102830::4,11,MoverScore,0.5010902902170469
OPPO.1422,chinanews.com.102830::5,12,MoverScore,0.4166182373890668
OPPO.1422,chinanews.com.102830::6,13,MoverScore,0.532721924153896
OPPO.1422,chinanews.com.102830::7,14,MoverScore,0.4656856596345246
OPPO.1422,chinanews.com.102830::8,15,MoverScore,0.5375434215953924
OPPO.1422,chinanews.com.102568::1,16,MoverScore,0.4770002045865648
OPPO.1422,chinanews.com.102568::2,17,MoverScore,0.5580666828813737
OPPO.1422,chinanews.com.102568::3,18,MoverScore,0.6740481273383032
OPPO.1422,chinanews.com.102568::4,19,MoverScore,0.5390680603770714
OPPO.1422,chinanews.com.102568::5,20,MoverScore,0.7613830333644683
OPPO.1422,chinanews.com.102568::6,21,MoverScore,0.5187888089785975
OPPO.1422,chinanews.com.102568::7,22,MoverScore,0.6658460639140172
OPPO.1422,chinanews.com.102568::8,23,MoverScore,0.5429985517693039
OPPO.1422,chinanews.com.102568::9,24,MoverScore,0.35163802416060586
OPPO.1422,chinanews.com.102568::10,25,MoverScore,0.5971090430918609
OPPO.1422,chinanews.com.102568::11,26,MoverScore,0.7120178787737158
